id,text,label,toxicity_score,splited_text,rationales
20080,"Alisson e nome de viado kkkkk — Viado deve ser seu pai que nao comeu sua mae direito e veio uma merda igual a vc, fdp https://t.co/x8WBpH5IdU",insult,6.0,"['Alisson', 'e', 'nome', 'de', 'viado', 'kkkkk', '—', 'Viado', 'deve', 'ser', 'seu', 'pai', 'que', 'nao', 'comeu', 'sua', 'mae', 'direito', 'e', 'veio', 'uma', 'merda', 'igual', 'a', 'vc', ',', 'fdp', 'https://t.co/x8WBpH5IdU']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
10619,sai daqui fdp vai lá com teu messi,obscene,6.0,"['sai', 'daqui', 'fdp', 'vai', 'lá', 'com', 'teu', 'messi']","[0, 0, 1, 0, 0, 0, 0, 0]"
12532,"@user @user HEI ANIMAL, SE ELE IMPLANTA-SE A PENA DE MORTE, O POVO BRASILEIRO DO BEM, IRIA SOLICITAR E EXIGIR QUE VC E SEU BANDO DE LADRÕES DA PÁTRIA, FOSSEM OS PRIMEIROS A SEREM ENFILEIRADOS NO PAREDÃO DA MORTE,  SEU BÓSTA!  ZÉ CUÉCA DO CARALHO! https://t.co/WOW0PhhWhJ",obscene,6.0,"['@user', '@user', 'HEI', 'ANIMAL', ',', 'SE', 'ELE', 'IMPLANTA-SE', 'A', 'PENA', 'DE', 'MORTE', ',', 'O', 'POVO', 'BRASILEIRO', 'DO', 'BEM', ',', 'IRIA', 'SOLICITAR', 'E', 'EXIGIR', 'QUE', 'VC', 'E', 'SEU', 'BANDO', 'DE', 'LADRÕES', 'DA', 'PÁTRIA', ',', 'FOSSEM', 'OS', 'PRIMEIROS', 'A', 'SEREM', 'ENFILEIRADOS', 'NO', 'PAREDÃO', 'DA', 'MORTE', ',', ' ', 'SEU', 'BÓSTA', '!', ' ', 'ZÉ', 'CUÉCA', 'DO', 'CARALHO', '!', 'https://t.co/WOW0PhhWhJ']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]"
12368,"gaga tá mais que certa de se afastar do twitter, essa fã base gringa é escrota demais, que tomem um tiro no cu esses otarios",obscene,6.0,"['gaga', 'tá', 'mais', 'que', 'certa', 'de', 'se', 'afastar', 'do', 'twitter', ',', 'essa', 'fã', 'base', 'gringa', 'é', 'escrota', 'demais', ',', 'que', 'tomem', 'um', 'tiro', 'no', 'cu', 'esses', 'otarios']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
10590,"rt @user @user vsf mlq, estamos te esperando até agr",obscene,6.0,"['rt', '@user', '@user', 'vsf', 'mlq', ',', 'estamos', 'te', 'esperando', 'até', 'agr']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
12322,concordo vadia puta,obscene,6.0,"['concordo', 'vadia', 'puta']","[0, 1, 1]"
13390,"@user @user Cara, vá tomar no seu cu, ser desprezível, irracional, ameba, filho de uma puta covarde que se esconde com fake, lixo! Que porra isso tem haver com política! Esse merda que faz isso com uma criança deveria ser empalado em praça pública!",obscene,6.0,"['@user', '@user', 'Cara', ',', 'vá', 'tomar', 'no', 'seu', 'cu', ',', 'ser', 'desprezível', ',', 'irracional', ',', 'ameba', ',', 'filho', 'de', 'uma', 'puta', 'covarde', 'que', 'se', 'esconde', 'com', 'fake', ',', 'lixo', '!', 'Que', 'porra', 'isso', 'tem', 'haver', 'com', 'política', '!', 'Esse', 'merda', 'que', 'faz', 'isso', 'com', 'uma', 'criança', 'deveria', 'ser', 'empalado', 'em', 'praça', 'pública', '!']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
14550,"enfia o ""love you"" no cu, puta",obscene,6.0,"['enfia', 'o', '""', 'love', 'you', '""', 'no', 'cu', ',', 'puta']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
15402,vai toma no cu raça desgraçada,racism,6.0,"['vai', 'toma', 'no', 'cu', 'raça', 'desgraçada']","[1, 1, 1, 1, 1, 1]"
11010,@user pra sempre meio bicha,homophobia,6.0,"['@user', 'pra', 'sempre', 'meio', 'bicha']","[0, 0, 0, 1, 1]"
9960,putinha do capô de fusca kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,misogyny,6.0,"['putinha', 'do', 'capô', 'de', 'fusca', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']","[1, 0, 0, 0, 0, 0]"
15729,@user vai lavar esse teu pau sujo boy lixo,obscene,6.0,"['@user', 'vai', 'lavar', 'esse', 'teu', 'pau', 'sujo', 'boy', 'lixo']","[0, 0, 0, 0, 1, 1, 1, 0, 0]"
13676,@user q sua puta,insult,6.0,"['@user', 'q', 'sua', 'puta']","[0, 0, 0, 1]"
20586,"bigodin traiçoeiro que chama atenção de puta, ela já sem calcinha, cheia de whisky na cuca, vou levar ela pro beco e pau na filha da puta",obscene,6.0,"['bigodin', 'traiçoeiro', 'que', 'chama', 'atenção', 'de', 'puta', ',', 'ela', 'já', 'sem', 'calcinha', ',', 'cheia', 'de', 'whisky', 'na', 'cuca', ',', 'vou', 'levar', 'ela', 'pro', 'beco', 'e', 'pau', 'na', 'filha', 'da', 'puta']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
19909,"pq o corpo é mto constantSEUMONGOLOIDE QUER USAR SISTEMA DE NEANDERTAL CARALHO PORRA INFOMSISTENTE DO CACETE VTNC SE O MJNDO TODO USA TEM MOTIBO PORRA

nossa eu fiquei mto puto agr, quem é contra o sistema métrico tinha q ser cortado por seleção natural",obscene,6.0,"['pq', 'o', 'corpo', 'é', 'mto', 'constantSEUMONGOLOIDE', 'QUER', 'USAR', 'SISTEMA', 'DE', 'NEANDERTAL', 'CARALHO', 'PORRA', 'INFOMSISTENTE', 'DO', 'CACETE', 'VTNC', 'SE', 'O', 'MJNDO', 'TODO', 'USA', 'TEM', 'MOTIBO', 'PORRA', '\n\n', 'nossa', 'eu', 'fiquei', 'mto', 'puto', 'agr', ',', 'quem', 'é', 'contra', 'o', 'sistema', 'métrico', 'tinha', 'q', 'ser', 'cortado', 'por', 'seleção', 'natural']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
11998,"@user vai-te foder idiota do crl. tu realmente não tens clube, só tens faro pelo spotlight que te dê mais visibilidade.",obscene,6.0,"['@user', 'vai-te', 'foder', 'idiota', 'do', 'crl', '.', 'tu', 'realmente', 'não', 'tens', 'clube', ',', 'só', 'tens', 'faro', 'pelo', 'spotlight', 'que', 'te', 'dê', 'mais', 'visibilidade', '.']","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12018,"a velho puta q pariu quando eu acho q para de aparecer a ****** no meu feed, ela ressurge das cinzas

EU NAO AGUENTO MAIS VER ESSA PODRIDÃO DE PESSOA NA MINHA TL ELA É UM LIXO E VCS FICA AI LAMBENDO O CU DELA PORRA MEU DEUS",obscene,6.0,"['a', 'velho', 'puta', 'q', 'pariu', 'quando', 'eu', 'acho', 'q', 'para', 'de', 'aparecer', 'a', '*', '*', '*', '*', '*', '*', 'no', 'meu', 'feed', ',', 'ela', 'ressurge', 'das', 'cinzas', '\n\n', 'EU', 'NAO', 'AGUENTO', 'MAIS', 'VER', 'ESSA', 'PODRIDÃO', 'DE', 'PESSOA', 'NA', 'MINHA', 'TL', 'ELA', 'É', 'UM', 'LIXO', 'E', 'VCS', 'FICA', 'AI', 'LAMBENDO', 'O', 'CU', 'DELA', 'PORRA', 'MEU', 'DEUS']","[0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]"
10709,"rt @user que babaca arrogante, acha que é a última palavra do direito, vsfder. https://t.co/dasl7caau3",obscene,6.0,"['rt', '@user', 'que', 'babaca', 'arrogante', ',', 'acha', 'que', 'é', 'a', 'última', 'palavra', 'do', 'direito', ',', 'vsfder', '.', 'https://t.co/dasl7caau3']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
10689,"estudante de escola publica se voce nao esta estudando para o pas entao VA AGORAAAAA SEU ARROMBADOOOOOOO BORA OCUPAR AQUELE CARAIO

estudante do marista sei la fodase vai tomar no cu",obscene,6.0,"['estudante', 'de', 'escola', 'publica', 'se', 'voce', 'nao', 'esta', 'estudando', 'para', 'o', 'pas', 'entao', 'VA', 'AGORAAAAA', 'SEU', 'ARROMBADOOOOOOO', 'BORA', 'OCUPAR', 'AQUELE', 'CARAIO', '\n\n', 'estudante', 'do', 'marista', 'sei', 'la', 'fodase', 'vai', 'tomar', 'no', 'cu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
12065,porra tá enchendo o saco já o filha da puta ! deixa o pandão namorar em paz caralho! beijos do tio sanguinho😘,obscene,6.0,"['porra', 'tá', 'enchendo', 'o', 'saco', 'já', 'o', 'filha', 'da', 'puta', '!', 'deixa', 'o', 'pandão', 'namorar', 'em', 'paz', 'caralho', '!', 'beijos', 'do', 'tio', 'sanguinho', '😘']","[1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
10669,"homem: nossa você é muito linda parece um anjo tô apaixonado quer ficar comigo 😍

mulher: quero não vlw

homem: você nem é isso tudo sua escrota nojenta puta vagabunda eu nem queria tanto ficar com você mesmo sua piranha arrombada para de se achar sua vadia fudida rodada🤬",obscene,6.0,"['homem', ':', 'nossa', 'você', 'é', 'muito', 'linda', 'parece', 'um', 'anjo', 'tô', 'apaixonado', 'quer', 'ficar', 'comigo', '😍', '\n\n', 'mulher', ':', 'quero', 'não', 'vlw', '\n\n', 'homem', ':', 'você', 'nem', 'é', 'isso', 'tudo', 'sua', 'escrota', 'nojenta', 'puta', 'vagabunda', 'eu', 'nem', 'queria', 'tanto', 'ficar', 'com', 'você', 'mesmo', 'sua', 'piranha', 'arrombada', 'para', 'de', 'se', 'achar', 'sua', 'vadia', 'fudida', 'rodada', '🤬']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
4893,rt @user se as dominicanas perderem 茅 s贸 pq ela se desconcentram tirando o shortinho do cu,obscene,6.0,"['rt', '@user', 'se', 'as', 'dominicanas', 'perderem', '茅', 's贸', 'pq', 'ela', 'se', 'desconcentram', 'tirando', 'o', 'shortinho', 'do', 'cu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
11660,"@user vc é viado, só homem sente frio",homophobia,6.0,"['@user', 'vc', 'é', 'viado', ',', 'só', 'homem', 'sente', 'frio']","[0, 1, 1, 1, 0, 0, 0, 0, 0]"
11723,"@user vai pra casa do caralho então, ernesto! vai te catar arrombado de merda",obscene,6.0,"['@user', 'vai', 'pra', 'casa', 'do', 'caralho', 'então', ',', 'ernesto', '!', 'vai', 'te', 'catar', 'arrombado', 'de', 'merda']","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
2367,"Além de ser gay não gosta de blackpink, escolhe só uma doença buceta — mas eu nao sou gay, e eu n disse que n gosto de blackpink, só não aguento mais as mesmas musicas ?????? https://t.co/E7loFOmZoh",homophobia,6.0,"['Além', 'de', 'ser', 'gay', 'não', 'gosta', 'de', 'blackpink', ',', 'escolhe', 'só', 'uma', 'doença', 'buceta', '—', 'mas', 'eu', 'nao', 'sou', 'gay', ',', 'e', 'eu', 'n', 'disse', 'que', 'n', 'gosto', 'de', 'blackpink', ',', 'só', 'não', 'aguento', 'mais', 'as', 'mesmas', 'musicas', '?', '?', '?', '?', '?', '?', 'https://t.co/E7loFOmZoh']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4577,"@user Alexandre frota falando mal do Atual Governo 茅 que nem um coito interrompido no traveco que ele comeu no filme dele, ou seja: n茫o serve pra nada.",homophobia,6.0,"['@user', 'Alexandre', 'frota', 'falando', 'mal', 'do', 'Atual', 'Governo', '茅', 'que', 'nem', 'um', 'coito', 'interrompido', 'no', 'traveco', 'que', 'ele', 'comeu', 'no', 'filme', 'dele', ',', 'ou', 'seja', ':', 'n茫o', 'serve', 'pra', 'nada', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11019,se não fosse meu irmão eu chamava de filho da puta,obscene,6.0,"['se', 'não', 'fosse', 'meu', 'irmão', 'eu', 'chamava', 'de', 'filho', 'da', 'puta']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
937,"onde talarico quer fala de talaricagem, ond maconheiro se acha bandido, onde homofóbico come viado, onde piranha briga por homem dos outros, onde você faz A e o povo fala o abecedário todo, onde um tenta ser melhor q o outro sendo q ninguém é melhor q ninguém!!!!!!!!!!!!!!!!!!!!! https://t.co/BlS7H57uO5",homophobia,6.0,"['onde', 'talarico', 'quer', 'fala', 'de', 'talaricagem', ',', 'ond', 'maconheiro', 'se', 'acha', 'bandido', ',', 'onde', 'homofóbico', 'come', 'viado', ',', 'onde', 'piranha', 'briga', 'por', 'homem', 'dos', 'outros', ',', 'onde', 'você', 'faz', 'A', 'e', 'o', 'povo', 'fala', 'o', 'abecedário', 'todo', ',', 'onde', 'um', 'tenta', 'ser', 'melhor', 'q', 'o', 'outro', 'sendo', 'q', 'ninguém', 'é', 'melhor', 'q', 'ninguém', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', 'https://t.co/BlS7H57uO5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11117,"@user índio curte não fazer porra nenhuma. salvo aqueles isolados. de resto, querem conforto, cachaça e facilidades.",obscene,6.0,"['@user', 'índio', 'curte', 'não', 'fazer', 'porra', 'nenhuma', '.', 'salvo', 'aqueles', 'isolados', '.', 'de', 'resto', ',', 'querem', 'conforto', ',', 'cachaça', 'e', 'facilidades', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20689,rt @user se fude emelyn desgraçada,obscene,6.0,"['rt', '@user', 'se', 'fude', 'emelyn', 'desgraçada']","[0, 0, 1, 1, 0, 1]"
272,teresinha e merda a mesma coisa odeio ela caralho,insult,6.0,"['teresinha', 'e', 'merda', 'a', 'mesma', 'coisa', 'odeio', 'ela', 'caralho']","[0, 0, 1, 1, 0, 0, 1, 1, 1]"
11161,"@user @user oh meu deuso viadinho emocionado, nunca viu um lolla amada? eh normal isso acontecer pq ela n tava no palco principal dai nego corre p outros palcos pq o intervalo entre os shows eh curto KKKKKKKKKKKKKKK",homophobia,6.0,"['@user', '@user', 'oh', 'meu', 'deuso', 'viadinho', 'emocionado', ',', 'nunca', 'viu', 'um', 'lolla', 'amada', '?', 'eh', 'normal', 'isso', 'acontecer', 'pq', 'ela', 'n', 'tava', 'no', 'palco', 'principal', 'dai', 'nego', 'corre', 'p', 'outros', 'palcos', 'pq', 'o', 'intervalo', 'entre', 'os', 'shows', 'eh', 'curto', 'KKKKKKKKKKKKKKK']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11056,@user putinha da cavalgada kkkkkkkkkkkkkkkkkkkk misericórdia,obscene,6.0,"['@user', 'putinha', 'da', 'cavalgada', 'kkkkkkkkkkkkkkkkkkkk', 'misericórdia']","[0, 1, 1, 1, 0, 0]"
9974,"@user Não sabe nem escrever o nome do grt direito!! Ainda quer vim aqui fala de um anjo, só Deus na causa dessa pessoa mal amada. Viado é quem fez esse miserável!!",homophobia,6.0,"['@user', 'Não', 'sabe', 'nem', 'escrever', 'o', 'nome', 'do', 'grt', 'direito', '!', '!', 'Ainda', 'quer', 'vim', 'aqui', 'fala', 'de', 'um', 'anjo', ',', 'só', 'Deus', 'na', 'causa', 'dessa', 'pessoa', 'mal', 'amada', '.', 'Viado', 'é', 'quem', 'fez', 'esse', 'miserável', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
11632,@user @user @user kkkkkkkkk sai fora viado,homophobia,6.0,"['@user', '@user', '@user', 'kkkkkkkkk', 'sai', 'fora', 'viado']","[0, 0, 0, 0, 1, 1, 1]"
11215,"@user @user @user Vai tomar no seu cu, meu anjo.
Lugar de mulher é onde ela quiser.
Mas lugar de um filho da puta como você é na puta que pariu.
Verme maldito.",obscene,6.0,"['@user', '@user', '@user', 'Vai', 'tomar', 'no', 'seu', 'cu', ',', 'meu', 'anjo', '.', '\n', 'Lugar', 'de', 'mulher', 'é', 'onde', 'ela', 'quiser', '.', '\n', 'Mas', 'lugar', 'de', 'um', 'filho', 'da', 'puta', 'como', 'você', 'é', 'na', 'puta', 'que', 'pariu', '.', '\n', 'Verme', 'maldito', '.']","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]"
11757,tomar no cu bicho insuportável,obscene,6.0,"['tomar', 'no', 'cu', 'bicho', 'insuportável']","[1, 1, 1, 1, 0]"
9959,putinha do capô de fusca,misogyny,6.0,"['putinha', 'do', 'capô', 'de', 'fusca']","[1, 1, 0, 0, 0]"
11202,"@user ahh toma no seu cu, ce pagou de loucão falando que parou de fumar kkkk ce tá cortado agr",obscene,6.0,"['@user', 'ahh', 'toma', 'no', 'seu', 'cu', ',', 'ce', 'pagou', 'de', 'loucão', 'falando', 'que', 'parou', 'de', 'fumar', 'kkkk', 'ce', 'tá', 'cortado', 'agr']","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11427,"que ódio cara, vai se fuder, passou de todos os limites, se eu não gostava muito antes, agora eu detesto, que nojo",obscene,5.0,"['que', 'ódio', 'cara', ',', 'vai', 'se', 'fuder', ',', 'passou', 'de', 'todos', 'os', 'limites', ',', 'se', 'eu', 'não', 'gostava', 'muito', 'antes', ',', 'agora', 'eu', 'detesto', ',', 'que', 'nojo']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6473,@user @user duas puta manca,insult,5.0,"['@user', '@user', 'duas', 'puta', 'manca']","[0, 0, 0, 1, 1]"
10524,rt @user esse novinho é profissional em mamar rola https://t.co/drktaazjm8,obscene,5.0,"['rt', '@user', 'esse', 'novinho', 'é', 'profissional', 'em', 'mamar', 'rola', 'https://t.co/drktaazjm8']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
10526,tudo é falra vai tomar no cu caralho meu deus q juiz insuportável que jogo insuportável q dia horrível p se viver e ser vitória,obscene,5.0,"['tudo', 'é', 'falra', 'vai', 'tomar', 'no', 'cu', 'caralho', 'meu', 'deus', 'q', 'juiz', 'insuportável', 'que', 'jogo', 'insuportável', 'q', 'dia', 'horrível', 'p', 'se', 'viver', 'e', 'ser', 'vitória']","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12429,putinha do fogo insaciável 🔥😯,obscene,5.0,"['putinha', 'do', 'fogo', 'insaciável', '🔥', '😯']","[1, 1, 0, 0, 0, 0]"
18063,rt @user vai tomar no cu eu não aguento mais esse governo eu vou chorar puta que pariuuu vai se foder quem votou no bolsonaro desej…,obscene,5.0,"['rt', '@user', 'vai', 'tomar', 'no', 'cu', 'eu', 'não', 'aguento', 'mais', 'esse', 'governo', 'eu', 'vou', 'chorar', 'puta', 'que', 'pariuuu', 'vai', 'se', 'foder', 'quem', 'votou', 'no', 'bolsonaro', 'desej', '…']","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]"
11423,porra de oscar mano eu quero que esse cara vá pra puta que pariu,obscene,5.0,"['porra', 'de', 'oscar', 'mano', 'eu', 'quero', 'que', 'esse', 'cara', 'vá', 'pra', 'puta', 'que', 'pariu']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]"
10588,@user @user foda é tu ver a oas comemorando já que o gremio nem estádio tem. mas é muito burro!,insult,5.0,"['@user', '@user', 'foda', 'é', 'tu', 'ver', 'a', 'oas', 'comemorando', 'já', 'que', 'o', 'gremio', 'nem', 'estádio', 'tem', '.', 'mas', 'é', 'muito', 'burro', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15367,@user @user dois corno que tem mais que se foder,insult,5.0,"['@user', '@user', 'dois', 'corno', 'que', 'tem', 'mais', 'que', 'se', 'foder']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
12420,"@user @user queria estar no lugar dele sem ser um hipócrita vendido falso arrombado do karalho
tem como?",obscene,5.0,"['@user', '@user', 'queria', 'estar', 'no', 'lugar', 'dele', 'sem', 'ser', 'um', 'hipócrita', 'vendido', 'falso', 'arrombado', 'do', 'karalho', '\n', 'tem', 'como', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
12408,"@user @user @user @user Se eu chamei sua mãe de puta, você só pode achar ruim se sentir. Mas relaxa, sua mãe não deve ser puta, então não tem porque ficar sentido",obscene,5.0,"['@user', '@user', '@user', '@user', 'Se', 'eu', 'chamei', 'sua', 'mãe', 'de', 'puta', ',', 'você', 'só', 'pode', 'achar', 'ruim', 'se', 'sentir', '.', 'Mas', 'relaxa', ',', 'sua', 'mãe', 'não', 'deve', 'ser', 'puta', ',', 'então', 'não', 'tem', 'porque', 'ficar', 'sentido']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
10407,enfia esse sco pa tu no cu,obscene,5.0,"['enfia', 'esse', 'sco', 'pa', 'tu', 'no', 'cu']","[0, 0, 0, 1, 1, 1, 1]"
15553,"@user muito bom!!
o maconheiro putinha de traficante devem tá espumando de raiva!!",insult,5.0,"['@user', 'muito', 'bom', '!', '!', '\n', 'o', 'maconheiro', 'putinha', 'de', 'traficante', 'devem', 'tá', 'espumando', 'de', 'raiva', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
20296,esse técnico é um burro. vai tomar no cú,obscene,5.0,"['esse', 'técnico', 'é', 'um', 'burro', '.', 'vai', 'tomar', 'no', 'cú']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
15525,@user odeio essa putinha de like ela me bloqueou consigo ver nada nesse caralhoo que ódio,insult,5.0,"['@user', 'odeio', 'essa', 'putinha', 'de', 'like', 'ela', 'me', 'bloqueou', 'consigo', 'ver', 'nada', 'nesse', 'caralhoo', 'que', 'ódio']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
19241,"-q lugar eh esse? 😍
-gramado!! 
-eh vagabunda? q legal vadia e seguiu meu namorado pq?? vontade de dar??????",obscene,5.0,"['-q', 'lugar', 'eh', 'esse', '?', '😍', '\n', '-gramado', '!', '!', '\n', '-eh', 'vagabunda', '?', 'q', 'legal', 'vadia', 'e', 'seguiu', 'meu', 'namorado', 'pq', '?', '?', 'vontade', 'de', 'dar', '?', '?', '?', '?', '?', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6495,"surrei a p*ta da minha irmã agora, ela descontando a raiva dela na minha irmãzinha e eu mandei ela parar, aí ela surtou e falou que ninguém entende ela e eu só falei ""então se mata logo, você é irrelevante e não vai fazer falta nenhuma"" KKKKKKKKKKKKKKKKKK",insult,5.0,"['surrei', 'a', 'p*ta', 'da', 'minha', 'irmã', 'agora', ',', 'ela', 'descontando', 'a', 'raiva', 'dela', 'na', 'minha', 'irmãzinha', 'e', 'eu', 'mandei', 'ela', 'parar', ',', 'aí', 'ela', 'surtou', 'e', 'falou', 'que', 'ninguém', 'entende', 'ela', 'e', 'eu', 'só', 'falei', '""', 'então', 'se', 'mata', 'logo', ',', 'você', 'é', 'irrelevante', 'e', 'não', 'vai', 'fazer', 'falta', 'nenhuma', '""', 'KKKKKKKKKKKKKKKKKK']","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
